"No.","Time","Source","Destination","Src. Port","Dst. Port","Protocol","Length","Info"
"6037","14:56:57,013082","10.87.173.45","192.168.200.103","7074","49490","HTTP","60","HTTP/1.1 403 Forbidden "
"6042","14:56:57,041005","192.168.200.103","10.87.173.45","49491","7074","HTTP","339","GET /v1/patches/9/6/6/0/2470e82f6d625c6ba9fe28d85e79ba75-96606f659ca9d07d537b2aeffba956ea-emalware.i25.gzip HTTP/1.1 "
"6046","14:56:57,044301","10.87.173.45","192.168.200.103","7074","49491","HTTP","60","HTTP/1.1 403 Forbidden "
"6051","14:56:57,057699","192.168.200.103","10.87.173.45","49492","7074","HTTP","339","GET /v1/patches/4/3/4/4/46836caec18c3fd7a90d7803f8b0122e-4344299ae95a115eeff21ae7700d31c8-emalware.i26.gzip HTTP/1.1 "
"6055","14:56:57,060866","10.87.173.45","192.168.200.103","7074","49492","HTTP","60","HTTP/1.1 403 Forbidden "
"6060","14:56:57,065854","192.168.200.103","10.87.173.45","49493","7074","HTTP","339","GET /v1/patches/A/3/B/F/1b11a503f044875a018f8682e1100461-a3bff1412f796109dca295b24e5c77b0-emalware.i27.gzip HTTP/1.1 "
"6064","14:56:57,069119","10.87.173.45","192.168.200.103","7074","49493","HTTP","60","HTTP/1.1 403 Forbidden "
"6069","14:56:57,073894","192.168.200.103","10.87.173.45","49494","7074","HTTP","339","GET /v1/patches/3/9/C/9/2f708dcd01561feea6430692d86cc7d1-39c98eda9fcad01c60a706546e3eb2e7-emalware.i28.gzip HTTP/1.1 "
"6073","14:56:57,077076","10.87.173.45","192.168.200.103","7074","49494","HTTP","60","HTTP/1.1 403 Forbidden "
"6078","14:56:57,082609","192.168.200.103","10.87.173.45","49495","7074","HTTP","339","GET /v1/patches/E/5/C/D/182e8ac91876c5698c3acfca655f5c00-e5cd130b3ff103292f8383304d671b88-emalware.i29.gzip HTTP/1.1 "
"6082","14:56:57,085792","10.87.173.45","192.168.200.103","7074","49495","HTTP","60","HTTP/1.1 403 Forbidden "
"6087","14:56:57,090651","192.168.200.103","10.87.173.45","49496","7074","HTTP","339","GET /v1/patches/1/1/8/C/24b2bc022dcbfb62bb031bb82998472c-118c87bc887d7b8c7ea403bae183c91d-emalware.i30.gzip HTTP/1.1 "
"6091","14:56:57,093986","10.87.173.45","192.168.200.103","7074","49496","HTTP","60","HTTP/1.1 403 Forbidden "
"6096","14:56:57,099294","192.168.200.103","10.87.173.45","49497","7074","HTTP","339","GET /v1/patches/6/F/8/8/4bc81464256853e3a9668df8cdbbadc6-6f889343ddfdd0180d5ac14974ed3855-emalware.i31.gzip HTTP/1.1 "
"6100","14:56:57,102496","10.87.173.45","192.168.200.103","7074","49497","HTTP","60","HTTP/1.1 403 Forbidden "
"6105","14:56:57,115342","192.168.200.103","10.87.173.45","49498","7074","HTTP","339","GET /v1/patches/8/E/1/6/176dc95de82a6d935eccb878a2c2c6ad-8e16afee2a9f55c9a45acb9482637e9c-emalware.i32.gzip HTTP/1.1 "
"6109","14:56:57,118585","10.87.173.45","192.168.200.103","7074","49498","HTTP","60","HTTP/1.1 403 Forbidden "
"6114","14:56:57,149391","192.168.200.103","10.87.173.45","49499","7074","HTTP","339","GET /v1/patches/1/5/3/7/efc889d96f65271ce0d755691b832fc8-1537206d4cd185270f0ce2f5631df05f-emalware.i33.gzip HTTP/1.1 "
"6118","14:56:57,152565","10.87.173.45","192.168.200.103","7074","49499","HTTP","60","HTTP/1.1 403 Forbidden "
"6124","14:56:57,218975","192.168.200.103","10.87.173.45","49500","7074","HTTP","339","GET /v1/patches/5/A/D/C/71b6ec61965c7a0027b75b7a08d86e99-5adc82d59f98d950195ec310f3b03800-emalware.i34.gzip HTTP/1.1 "
"6128","14:56:57,222248","10.87.173.45","192.168.200.103","7074","49500","HTTP","60","HTTP/1.1 403 Forbidden "
"6134","14:56:57,326444","192.168.200.103","10.87.173.45","49501","7074","HTTP","339","GET /v1/patches/6/0/1/B/7e07b6093ea083965b7888f157eb7f00-601b73baf3e9ffcc2b0b6338e8e428d7-emalware.i35.gzip HTTP/1.1 "
"6138","14:56:57,329586","10.87.173.45","192.168.200.103","7074","49501","HTTP","60","HTTP/1.1 403 Forbidden "
"6143","14:56:57,362208","192.168.200.103","10.87.173.45","49502","7074","HTTP","339","GET /v1/patches/2/3/0/2/c728f20e1402533de3eec095ca7852db-2302b17a8680273de64a6166f128f16b-emalware.i36.gzip HTTP/1.1 "
"6147","14:56:57,365339","10.87.173.45","192.168.200.103","7074","49502","HTTP","60","HTTP/1.1 403 Forbidden "
"6153","14:56:57,413447","192.168.200.103","10.87.173.45","49503","7074","HTTP","339","GET /v1/patches/F/9/A/F/7b968acb62406c3d3991b94f934cfa5c-f9af484edcc3dbaa2e3a8c91ef8aea4c-emalware.i37.gzip HTTP/1.1 "
"6157","14:56:57,416587","10.87.173.45","192.168.200.103","7074","49503","HTTP","60","HTTP/1.1 403 Forbidden "
"6162","14:56:57,467310","192.168.200.103","10.87.173.45","49504","7074","HTTP","339","GET /v1/patches/A/0/9/3/301b16ae3fcde3080fe4f356e7918091-a093b8d1b6615b7dc90daf9b43eaade7-emalware.i38.gzip HTTP/1.1 "
"6166","14:56:57,470574","10.87.173.45","192.168.200.103","7074","49504","HTTP","60","HTTP/1.1 403 Forbidden "
"6171","14:56:57,520672","192.168.200.103","10.87.173.45","49505","7074","HTTP","339","GET /v1/patches/E/2/5/1/69fe6d8fad6984f1f625ed429f802920-e25181f040cec5bd52368377e8fff24a-emalware.i39.gzip HTTP/1.1 "
"6175","14:56:57,523792","10.87.173.45","192.168.200.103","7074","49505","HTTP","60","HTTP/1.1 403 Forbidden "
"6180","14:56:57,574566","192.168.200.103","10.87.173.45","49506","7074","HTTP","339","GET /v1/patches/C/E/8/C/463f584741c05388757e480c3e443113-ce8ce00a42d5dbdd58c4fb1e6ff945b5-emalware.i40.gzip HTTP/1.1 "
"6184","14:56:57,577680","10.87.173.45","192.168.200.103","7074","49506","HTTP","60","HTTP/1.1 403 Forbidden "
"6189","14:56:57,630273","192.168.200.103","10.87.173.45","49507","7074","HTTP","339","GET /v1/patches/F/9/0/B/58734020f86250b292c1791bf05b6a1f-f90b264ce441c2fcf915143856177738-emalware.i41.gzip HTTP/1.1 "
"6193","14:56:57,633312","10.87.173.45","192.168.200.103","7074","49507","HTTP","60","HTTP/1.1 403 Forbidden "
"6198","14:56:57,696847","192.168.200.103","10.87.173.45","49508","7074","HTTP","339","GET /v1/patches/B/1/C/5/059445bdd9aad977810b234868129809-b1c542c07a4015b5a693607d440f3c16-emalware.i42.gzip HTTP/1.1 "
"6202","14:56:57,699985","10.87.173.45","192.168.200.103","7074","49508","HTTP","60","HTTP/1.1 403 Forbidden "
"6207","14:56:57,772588","192.168.200.103","10.87.173.45","49509","7074","HTTP","339","GET /v1/patches/5/F/F/D/7a6dad215ae6136e802e7cff21294538-5ffdd0503d40863ca2c79f86511acd66-emalware.i43.gzip HTTP/1.1 "
"6211","14:56:57,775575","10.87.173.45","192.168.200.103","7074","49509","HTTP","60","HTTP/1.1 403 Forbidden "
"6216","14:56:57,830830","192.168.200.103","10.87.173.45","49510","7074","HTTP","339","GET /v1/patches/8/B/5/F/82d9158badcfb0f69edc90e095ad64ee-8b5fffe52164ac6e0158b660001df716-emalware.i44.gzip HTTP/1.1 "
"6220","14:56:57,833994","10.87.173.45","192.168.200.103","7074","49510","HTTP","60","HTTP/1.1 403 Forbidden "
"6225","14:56:57,884132","192.168.200.103","10.87.173.45","49511","7074","HTTP","339","GET /v1/patches/3/C/A/B/c9e9f6a4000ed47ad93033b227196242-3cab75f94948a57b4ec08293b62c19aa-emalware.i45.gzip HTTP/1.1 "
"6229","14:56:57,887481","10.87.173.45","192.168.200.103","7074","49511","HTTP","60","HTTP/1.1 403 Forbidden "
"6235","14:56:57,943491","192.168.200.103","10.87.173.45","49512","7074","HTTP","339","GET /v1/patches/3/3/0/5/5eef519acefd9b55864b7a45581ce64c-330511d0835a5feafd82002793449833-emalware.i46.gzip HTTP/1.1 "
"6239","14:56:57,946544","10.87.173.45","192.168.200.103","7074","49512","HTTP","60","HTTP/1.1 403 Forbidden "
"6245","14:56:57,983912","192.168.200.103","10.87.173.45","49513","7074","HTTP","339","GET /v1/patches/E/E/E/E/cadda79721ee68b4b6a85cb90c5b0e5f-eeee15ed18f1746b60713d1effb300a3-emalware.i47.gzip HTTP/1.1 "
"6249","14:56:57,986924","10.87.173.45","192.168.200.103","7074","49513","HTTP","60","HTTP/1.1 403 Forbidden "
"6254","14:56:58,049387","192.168.200.103","10.87.173.45","49514","7074","HTTP","339","GET /v1/patches/1/D/4/B/222d8fa966eea27d17f4b9c425a0639d-1d4b2b43b7d387819a4b920adfb35aea-emalware.i48.gzip HTTP/1.1 "
"6258","14:56:58,052493","10.87.173.45","192.168.200.103","7074","49514","HTTP","60","HTTP/1.1 403 Forbidden "
"6263","14:56:58,085544","192.168.200.103","10.87.173.45","49515","7074","HTTP","339","GET /v1/patches/2/C/9/B/35811f0a6a01efbdfe5a89e63acd6884-2c9b0e3ed83a7af2cdc38ab353366b00-emalware.i49.gzip HTTP/1.1 "
"6267","14:56:58,088623","10.87.173.45","192.168.200.103","7074","49515","HTTP","60","HTTP/1.1 403 Forbidden "
"6272","14:56:58,125127","192.168.200.103","10.87.173.45","49516","7074","HTTP","339","GET /v1/patches/1/5/D/1/9729e96b2f59af0189f12b5b4eb10e5f-15d16b3403b04779f8eea6568c754bba-emalware.i50.gzip HTTP/1.1 "
"6276","14:56:58,128278","10.87.173.45","192.168.200.103","7074","49516","HTTP","60","HTTP/1.1 403 Forbidden "
"6281","14:56:58,183814","192.168.200.103","10.87.173.45","49517","7074","HTTP","339","GET /v1/patches/E/C/4/8/8c920c98084ff4295a9f32535ef0a6da-ec481e0622129c3c6c0a2719e86a157d-emalware.i51.gzip HTTP/1.1 "
"6285","14:56:58,186937","10.87.173.45","192.168.200.103","7074","49517","HTTP","60","HTTP/1.1 403 Forbidden "
"6290","14:56:58,225329","192.168.200.103","10.87.173.45","49518","7074","HTTP","339","GET /v1/patches/B/F/C/D/5f0a086149e87b333f124200e76639e4-bfcdbff19410bfe929a13b31c4a13f15-emalware.i52.gzip HTTP/1.1 "
"6294","14:56:58,228516","10.87.173.45","192.168.200.103","7074","49518","HTTP","60","HTTP/1.1 403 Forbidden "
"6300","14:56:58,285168","192.168.200.103","10.87.173.45","49519","7074","HTTP","339","GET /v1/patches/D/3/0/4/44e0aae8740289715ff05de4928bd4b0-d304dae0dbdff66106d6e17572337a37-emalware.i53.gzip HTTP/1.1 "
"6304","14:56:58,288318","10.87.173.45","192.168.200.103","7074","49519","HTTP","60","HTTP/1.1 403 Forbidden "
"6309","14:56:58,315879","192.168.200.103","10.87.173.45","49520","7074","HTTP","339","GET /v1/patches/C/C/4/9/d1fdb02d54200307fe6c673eb8ef4dce-cc495dff659c2f743225f10ef13608e3-emalware.i54.gzip HTTP/1.1 "
"6313","14:56:58,319113","10.87.173.45","192.168.200.103","7074","49520","HTTP","60","HTTP/1.1 403 Forbidden "
"6318","14:56:58,342063","192.168.200.103","10.87.173.45","49521","7074","HTTP","339","GET /v1/patches/8/D/D/2/bbdeb8cd7801131b59ea36b7d3ddfc15-8dd2c02e35d1fabd597804e3ef627ce2-emalware.i55.gzip HTTP/1.1 "
"6322","14:56:58,345201","10.87.173.45","192.168.200.103","7074","49521","HTTP","60","HTTP/1.1 403 Forbidden "
"6328","14:56:58,435365","192.168.200.103","10.87.173.45","49522","7074","HTTP","339","GET /v1/patches/9/9/4/E/29a1cbaffa242fbd65d17ce0985a091b-994e35b1af8549e2a0fdadb22d07ab94-emalware.i56.gzip HTTP/1.1 "
"6332","14:56:58,438323","10.87.173.45","192.168.200.103","7074","49522","HTTP","60","HTTP/1.1 403 Forbidden "
"6337","14:56:58,505383","192.168.200.103","10.87.173.45","49523","7074","HTTP","339","GET /v1/patches/C/E/D/A/eaf1e36aa552531e1b40d7af77bd9555-cedaf38122a746990fb9fbe179a0169a-emalware.i57.gzip HTTP/1.1 "
"6341","14:56:58,508520","10.87.173.45","192.168.200.103","7074","49523","HTTP","60","HTTP/1.1 403 Forbidden "
"6347","14:56:58,580679","192.168.200.103","10.87.173.45","49524","7074","HTTP","339","GET /v1/patches/F/E/8/A/bdbad77022bb1e368d28410e15281daf-fe8a7a1dc58e3b88e03329878b19cfb3-emalware.i58.gzip HTTP/1.1 "
"6351","14:56:58,583910","10.87.173.45","192.168.200.103","7074","49524","HTTP","60","HTTP/1.1 403 Forbidden "
"6356","14:56:58,637663","192.168.200.103","10.87.173.45","49525","7074","HTTP","339","GET /v1/patches/4/9/9/F/9c6bfbfa9fd103d75829acf50b98b776-499fa02b022395aa6de050cadd575d38-emalware.i59.gzip HTTP/1.1 "
"6360","14:56:58,640762","10.87.173.45","192.168.200.103","7074","49525","HTTP","60","HTTP/1.1 403 Forbidden "
"6365","14:56:58,704204","192.168.200.103","10.87.173.45","49526","7074","HTTP","339","GET /v1/patches/E/F/E/3/092c0724289f3e9377da015b382d51ad-efe353756b62a092c845c59d86371c87-emalware.i62.gzip HTTP/1.1 "
"6369","14:56:58,707416","10.87.173.45","192.168.200.103","7074","49526","HTTP","60","HTTP/1.1 403 Forbidden "
"6374","14:56:58,769930","192.168.200.103","10.87.173.45","49527","7074","HTTP","339","GET /v1/patches/6/1/8/F/a1f88ada0b32bb308d8408e3d6a49e31-618f7e8c237ac4608887999f8b978dd7-emalware.i63.gzip HTTP/1.1 "
"6378","14:56:58,773177","10.87.173.45","192.168.200.103","7074","49527","HTTP","60","HTTP/1.1 403 Forbidden "
"6386","14:56:58,826751","192.168.200.103","10.87.173.45","49528","7074","HTTP","339","GET /v1/patches/5/4/6/B/66442c67562e525868d234e1e16b9fb0-546b05fdce6c204ea4d697b46972fa36-emalware.i64.gzip HTTP/1.1 "
"6390","14:56:58,829745","10.87.173.45","192.168.200.103","7074","49528","HTTP","60","HTTP/1.1 403 Forbidden "
"6395","14:56:58,892147","192.168.200.103","10.87.173.45","49529","7074","HTTP","339","GET /v1/patches/7/A/6/1/d3ddff536c2c750ac7bcf6800606ea90-7a6130df2c60f14b76941efcd9d4352e-emalware.i65.gzip HTTP/1.1 "
"6399","14:56:58,895324","10.87.173.45","192.168.200.103","7074","49529","HTTP","60","HTTP/1.1 403 Forbidden "
"6404","14:56:58,937676","192.168.200.103","10.87.173.45","49530","7074","HTTP","339","GET /v1/patches/2/B/8/9/5a5abec724882cf51899ecae79f9eef4-2b894d7409f7b3c0213dc5d7a2329487-emalware.i66.gzip HTTP/1.1 "
"6408","14:56:58,940887","10.87.173.45","192.168.200.103","7074","49530","HTTP","60","HTTP/1.1 403 Forbidden "
"6413","14:56:58,975303","192.168.200.103","10.87.173.45","49531","7074","HTTP","339","GET /v1/patches/7/F/E/D/fdc907111b5aea1deff9f647a96f86b9-7fedef03b0e39bcf920fe91bd5b86d30-emalware.i67.gzip HTTP/1.1 "
"6417","14:56:58,978533","10.87.173.45","192.168.200.103","7074","49531","HTTP","60","HTTP/1.1 403 Forbidden "
"6422","14:56:59,037786","192.168.200.103","10.87.173.45","49532","7074","HTTP","339","GET /v1/patches/6/0/6/5/c4b4a7898f22284d52d50da0699eeebd-6065c17196d4c34b2fc849fbd1de0f29-emalware.i68.gzip HTTP/1.1 "
"6427","14:56:59,040895","10.87.173.45","192.168.200.103","7074","49532","HTTP","60","HTTP/1.1 403 Forbidden "
"6432","14:56:59,095935","192.168.200.103","10.87.173.45","49533","7074","HTTP","339","GET /v1/patches/8/9/8/E/468e888414c9cd8b27da086af4a37598-898e83c36b0047b1ad754ca323eb8e1e-emalware.i69.gzip HTTP/1.1 "
"6436","14:56:59,099203","10.87.173.45","192.168.200.103","7074","49533","HTTP","60","HTTP/1.1 403 Forbidden "
"6441","14:56:59,166943","192.168.200.103","10.87.173.45","49534","7074","HTTP","339","GET /v1/patches/2/2/0/9/fd287a8574c8d18426f1bf53a0275580-220909da094753254d2aef5e0be0a1a8-emalware.i70.gzip HTTP/1.1 "
"6445","14:56:59,170193","10.87.173.45","192.168.200.103","7074","49534","HTTP","60","HTTP/1.1 403 Forbidden "
"6452","14:56:59,228966","192.168.200.103","10.87.173.45","49535","7074","HTTP","339","GET /v1/patches/8/1/2/7/09377ef63893ba8f005eefff113883d5-8127b9acf7f258b7c12a03f7a09f8dae-emalware.i71.gzip HTTP/1.1 "
"6456","14:56:59,232153","10.87.173.45","192.168.200.103","7074","49535","HTTP","60","HTTP/1.1 403 Forbidden "
"6462","14:56:59,275363","192.168.200.103","10.87.173.45","49536","7074","HTTP","339","GET /v1/patches/5/6/7/F/a3a6e76a75f65960c1e3c0553eca9ecc-567f7db62f8e5e5328e5950e0a5b0d94-emalware.i72.gzip HTTP/1.1 "
"6466","14:56:59,278558","10.87.173.45","192.168.200.103","7074","49536","HTTP","60","HTTP/1.1 403 Forbidden "
"6471","14:56:59,329171","192.168.200.103","10.87.173.45","49537","7074","HTTP","339","GET /v1/patches/A/A/0/3/fa6001f311b7539c7a1806cb409f2f8a-aa037b6fcc8335036ff2f606f4a7f2f2-emalware.i73.gzip HTTP/1.1 "
"6475","14:56:59,332441","10.87.173.45","192.168.200.103","7074","49537","HTTP","60","HTTP/1.1 403 Forbidden "
"6480","14:56:59,383257","192.168.200.103","10.87.173.45","49538","7074","HTTP","339","GET /v1/patches/5/C/3/D/b2d2c51dfd8df5c85032ba3ab963bcae-5c3d4db8a3bbef5c952d84420a39acb8-emalware.i74.gzip HTTP/1.1 "
"6484","14:56:59,386212","10.87.173.45","192.168.200.103","7074","49538","HTTP","60","HTTP/1.1 403 Forbidden "
"6489","14:56:59,448935","192.168.200.103","10.87.173.45","49539","7074","HTTP","339","GET /v1/patches/7/F/6/B/1144d3f04c9bd472455e1c851fd68b8b-7f6b499b0b66e485d3a900d76018393f-emalware.i75.gzip HTTP/1.1 "
"6493","14:56:59,452126","10.87.173.45","192.168.200.103","7074","49539","HTTP","60","HTTP/1.1 403 Forbidden "
"6498","14:56:59,498393","192.168.200.103","10.87.173.45","49540","7074","HTTP","339","GET /v1/patches/A/0/8/A/f6d75a164060332db93066c256090de5-a08af5350ba5a14186bc99740e31a273-emalware.i76.gzip HTTP/1.1 "
"6502","14:56:59,501460","10.87.173.45","192.168.200.103","7074","49540","HTTP","60","HTTP/1.1 403 Forbidden "
"6508","14:56:59,555107","192.168.200.103","10.87.173.45","49541","7074","HTTP","339","GET /v1/patches/7/C/A/9/13cfaf9e3247bff22050088caaeba387-7ca95de3422b00bd66e88a971f4f07bb-emalware.i77.gzip HTTP/1.1 "
"6512","14:56:59,558228","10.87.173.45","192.168.200.103","7074","49541","HTTP","60","HTTP/1.1 403 Forbidden "
"6518","14:56:59,634025","192.168.200.103","10.87.173.45","49542","7074","HTTP","339","GET /v1/patches/B/A/B/8/e40e70603cfd574dec010676d47838c7-bab87bec7f0da42f9f84b014b3e2709c-emalware.i78.gzip HTTP/1.1 "
"6522","14:56:59,637200","10.87.173.45","192.168.200.103","7074","49542","HTTP","60","HTTP/1.1 403 Forbidden "
"6527","14:56:59,683411","192.168.200.103","10.87.173.45","49543","7074","HTTP","339","GET /v1/patches/A/9/8/9/1189a1a09f9bc1546aa680fb90a78f28-a9895e4ac4529f424722b03b2a7ea2f0-emalware.i79.gzip HTTP/1.1 "
"6531","14:56:59,686529","10.87.173.45","192.168.200.103","7074","49543","HTTP","60","HTTP/1.1 403 Forbidden "
"6536","14:56:59,759309","192.168.200.103","10.87.173.45","49544","7074","HTTP","339","GET /v1/patches/3/6/B/4/9a453b78b233f9976e2f373c27092114-36b486ec64e1869b43699b1b51940000-emalware.i80.gzip HTTP/1.1 "
"6540","14:56:59,762245","10.87.173.45","192.168.200.103","7074","49544","HTTP","60","HTTP/1.1 403 Forbidden "
"6546","14:56:59,829449","192.168.200.103","10.87.173.45","49545","7074","HTTP","339","GET /v1/patches/B/3/7/D/3bb4bec30f6cd3315dab7eb50cd6167c-b37d4e068eabe47b8199f87f6bc4098b-emalware.i81.gzip HTTP/1.1 "
"6550","14:56:59,832482","10.87.173.45","192.168.200.103","7074","49545","HTTP","60","HTTP/1.1 403 Forbidden "
"6555","14:56:59,875316","192.168.200.103","10.87.173.45","49546","7074","HTTP","339","GET /v1/patches/D/3/C/8/af3d6b5b691f398b024eab176631622b-d3c824d9df2886d988fe044b0f5ec2f3-emalware.i97.gzip HTTP/1.1 "
"6559","14:56:59,878582","10.87.173.45","192.168.200.103","7074","49546","HTTP","60","HTTP/1.1 403 Forbidden "
"6566","14:56:59,967221","192.168.200.103","10.87.173.45","49547","7074","HTTP","339","GET /v1/patches/F/1/6/B/cad898721909fcb477bbf9966d55020b-f16bdda1f2049dcad54e45a45a2e1458-emalware.i98.gzip HTTP/1.1 "
"6570","14:56:59,970371","10.87.173.45","192.168.200.103","7074","49547","HTTP","60","HTTP/1.1 403 Forbidden "
"6575","14:57:00,016594","192.168.200.103","10.87.173.45","49548","7074","HTTP","339","GET /v1/patches/3/B/3/B/4e11422fd198bd4ab8fb9758e6472732-3b3bf8ee58b0a46149f4b93b43884c8c-emalware.i99.gzip HTTP/1.1 "
"6579","14:57:00,019815","10.87.173.45","192.168.200.103","7074","49548","HTTP","60","HTTP/1.1 403 Forbidden "
"6585","14:57:00,067129","192.168.200.103","10.87.173.45","49549","7074","HTTP","338","GET /v1/patches/0/8/6/2/00204a75aaf46c03a768541ef5a3ac41-08622ff07f961754a8c0973536470917-excgenx.ivd.gzip HTTP/1.1 "
"6589","14:57:00,070327","10.87.173.45","192.168.200.103","7074","49549","HTTP","60","HTTP/1.1 403 Forbidden "
"6594","14:57:00,099677","192.168.200.103","10.87.173.45","49550","7074","HTTP","338","GET /v1/patches/F/0/B/3/2e27d42f4b240c2d90109ae6956271c9-f0b3c6a96aae24a6ffdf80b6cabf2931-htmltok.cvd.gzip HTTP/1.1 "
"6598","14:57:00,102807","10.87.173.45","192.168.200.103","7074","49550","HTTP","60","HTTP/1.1 403 Forbidden "
"6603","14:57:00,175725","192.168.200.103","10.87.173.45","49551","7074","HTTP","336","GET /v1/patches/A/7/B/C/628fa241b7a6fa23be83f060e0793f17-a7bc06aa9604176006e9c4d4facf3a4c-iltok.cvd.gzip HTTP/1.1 "
"6607","14:57:00,178843","10.87.173.45","192.168.200.103","7074","49551","HTTP","60","HTTP/1.1 403 Forbidden "
"6612","14:57:00,237743","192.168.200.103","10.87.173.45","49552","7074","HTTP","334","GET /v1/patches/1/1/8/8/1cd3ccaa784c47508937be61c39969a1-1188386351a50d6d91855645831425cb-iso.xmd.gzip HTTP/1.1 "
"6616","14:57:00,240915","10.87.173.45","192.168.200.103","7074","49552","HTTP","60","HTTP/1.1 403 Forbidden "
"6621","14:57:00,317537","192.168.200.103","10.87.173.45","49553","7074","HTTP","335","GET /v1/patches/B/1/D/F/368f381568b47d4abf84e5e80d7ba3e9-b1dfad8bfb8e3cdd24342c16fb62af50-java.cvd.gzip HTTP/1.1 "
"6625","14:57:00,320710","10.87.173.45","192.168.200.103","7074","49553","HTTP","60","HTTP/1.1 403 Forbidden "
"6631","14:57:00,369554","192.168.200.103","10.87.173.45","49554","7074","HTTP","335","GET /v1/patches/A/1/C/0/40c15a199c660022e903f22cf73582a3-a1c0b8da9040e3d7f675c9178556ee50-lhdb.cvd.gzip HTTP/1.1 "
"6635","14:57:00,372744","10.87.173.45","192.168.200.103","7074","49554","HTTP","60","HTTP/1.1 403 Forbidden "
"6640","14:57:00,424992","192.168.200.103","10.87.173.45","49555","7074","HTTP","334","GET /v1/patches/D/2/3/4/572445c39429b59abda117253bba5742-d2346dfe3cc1316bfbbaef58df0f8a88-lib.cvd.gzip HTTP/1.1 "
"6644","14:57:00,428162","10.87.173.45","192.168.200.103","7074","49555","HTTP","60","HTTP/1.1 403 Forbidden "
